Name,Direct Link,Hashtags,Description,Pricing model,Coupon,Has Coupon,Has Free Trial,Realated Videos
Translate.Video,https://www.translate.video,"Translation, Speech-To-Text","Translate.Video is a video translation tool that enables users to easily translate their videos into multiple languages. The tool offers automated captioning, subtitle translation, dubbing, AI voice-over, recording, and transcript generation in one easy-to-use app.",Freemium,,FALSE,FALSE,
Unschooler,https://unschooler.me,"Chat, Research, Self-Improvement","Personal AI mentor that adapts tutorials to your skills and career. Learn everything you're interested in in minutes 24/7, test your interests with Youtube and find the best possible career. Get personalized AI insights and explore blind spots in your skills.",Freemium,,FALSE,FALSE,
AI Code Reviewer,https://code-reviewer.vercel.app,Generative Code,"AI reviews your code. If there is something wrong with your code, AI will let you know. If you have any questions, you can also ask the AI directly.",Free,,FALSE,FALSE,
AI Data Sidekick,https://www.airops.com,Generative Code,"AI Data Sidekick is a tool that helps users write SQL, documentation, and other tasks related to working with data faster. It offers a collection of ""recipes"" that use artificial intelligence to assist users in writing queries, fixing syntax errors, updating queries, optimizing queries, suggesting questions that a database table could answer, writing documentation for tables, and creating python scripts and dbt models. The tool is free for individuals and small teams and works with major data warehouses such as Snowflake, Redshift, Postgres, and BigQuery. It is available as a web app, Chrome and Firefox extension, and API.",Freemium,,FALSE,FALSE,
D-ID Creative Reality,https://www.d-id.com,"Generative Video, Text-To-Speech","D-ID uses generative AI to create customized videos featuring talking avatars at a touch of a button for businesses and creators. The Creative Reality Studio uses the latest AI tools to generate talking avatars from images, audio, or text. Additionally, the Live Portrait and Speaking Portrait products enable users to create videos from photos and talking head videos from text or audio respectively.",Paid,,FALSE,TRUE,"https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FeUqgOSKq0XU%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DeUqgOSKq0XU&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FeUqgOSKq0XU%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube, https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FLwlUuUrAUzk%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DLwlUuUrAUzk&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FLwlUuUrAUzk%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube"
ddmm,http://ddmm.ai,"Research, Generative Art","A site where you can search for every image, from everywhere, all at once. If the humanities have failed you, you can simply create AI-powered images based on your search quarry or selected sample image.",Free,,FALSE,FALSE,
Glasp YouTube Summarizer,https://glasp.co/youtube-summary,"Speech-To-Text, Productivity",YouTube Summarizer with ChatGPT is a free Chrome Extension that lets you quickly access the summary of the YouTube videos you are watching with OpenAI's ChatGPT AI technology. Use this extension to save time and learn more quickly. It now includes personalized AI summary of Articles and an AI-powered writing assistance using curation data.,Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FpNxsdLif2cs%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DpNxsdLif2cs&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FpNxsdLif2cs%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Hairstyle AI,https://www.hairstyleai.com,"For Fun, Generative Art","The Hairstyle AI tool uses AI technology to generate different hairstyles based on photos provided by the user. After uploading the photos and making a secure payment, the AI will generate new hairstyles for the user to try.",Paid,,FALSE,FALSE,
Hints,https://hints.so,"Marketing, Productivity","Hints AI assistant is a tool that helps users save time and stay organized. It integrates with chat applications and CRM systems, allowing users to easily manage tasks and update information without having to open the application. Hints also features a natural language processing bot that can understand and respond to natural text, making it easier to manage systems.",Paid,,FALSE,TRUE,
Magic AI Avatars,https://magicaiavatars.com,"Avatar, Generative Art","Want to see yourself on a beautiful beach with palms, in front of a famous sight around the world, or see what you look like as a businesswoman or businessman? Get over 100 personalized high-quality avatars made by our artificial intelligence (AI).",Freemium,,FALSE,TRUE,
No-Code AI Model Builder,https://myaskai.com,"Generative Code, Chat","Build a custom GPT-3 model from csv data today in 3 clicks - no coding required. Create a WhatsApp or Telegram chatbot of yourself, a customer service responder based on your own chat history or something to write your own tweets for you.",Free,,FALSE,FALSE,
PhotoFix,https://photofix.io,Image Improvement,PhotoFix is a tool that can be used to remove unwanted people or things from photos. It allows users to easily remove any unwanted elements that appear in the background of their selfies or on their holiday pictures.,Free,,FALSE,FALSE,
BearlyAI,https://bearly.ai,"Research, Copywriting","Barely AI augments reading and writing by allowing users to access OpenAI text tools with a single command. The tool can also generate counter arguments, summaries, and headlines. It also has a feature that gives users immediate summaries of any webpage they are reading. Pricing is $20 per month or $200/year. Not disclosed on their site. You do receive a limited amount of free credits per day to summarize one or two long articles.",Freemium,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2F2SvgCYOqMY8%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D2SvgCYOqMY8&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2F2SvgCYOqMY8%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Elephas,https://elephas.app,Copywriting,"Elephas is a personal AI writing assistant for Mac, iPhone, and iPad that allows users to save hours every day by automatically generating content, proofreading, and rewriting text to different tones. It works across popular applications and can be used to generate blog ideas, outlines, emails, professional content, executive summaries, JIRA stories, and more. Elephas also features a Smart Keyboard for iPhone and iPad, allowing users to write content seamlessly across their Apple devices.",Paid,,FALSE,TRUE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FGuuz5RxtkK4%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DGuuz5RxtkK4&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FGuuz5RxtkK4%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Predis.ai,https://predis.ai,"Copywriting, Marketing, Social Media","Predis.ai is an AI-powered content generator that helps create stunning social media posts in seconds. It offers a variety of features such as idea generation, engagement prediction, content recommendation, hashtag recommendation, and creatives suggestion. It also provides content categorization, competitor analysis and e-commerce content generation. Predis.ai is loved by 8000+ entrepreneurs, marketers and content creators, and offers a 7-day free trial with no credit card required.",Paid,,FALSE,TRUE,
Relayed,https://relayed.ai,"Speech-To-Text, Productivity","Relayed is an AI-powered video conferencing tool designed to help teams conquer remote work, busy schedules and meeting fatigue. It features flexible video conferencing, asynchronous conversations, automatic summaries, easy sharing with a secret link and restricted access, and unified communication with the ability to revisit and share conversations later.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Explainpaper,https://www.explainpaper.com,"Research, Productivity","Upload a paper, highlight confusing text, get an explanation. A better way to read academic papers. There's not much more explanation needed.",Free,,FALSE,FALSE,
Rewind,https://www.rewind.ai,"Productivity, Speech-To-Text","Rewind is a search engine for your life that records anything you’ve seen, said, or heard and makes it searchable. It stores all of the recordings locally on your Mac, with no need for cloud integration or IT support. It offers full control over what is recorded, with the ability to pause or delete recordings at any time, as well as exclude specific apps and private browsing. Rewind is optimized for Apple Silicon, utilizing virtually every part of the SoC.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Scenario,https://www.scenario.com,"Gaming, Generative Art","An AI-generated game assets tool that enables users to quickly and easily generate high-quality, style-consistent, proprietary assets for their games. It allows users to create their own AI models, custom-trained with their own data, unlock astounding creativity, and generate unique, high-quality content, cohesive to their art direction. With just a few clicks, users can choose a set of visuals, train bespoke AI models, and generate outstanding assets, bringing their ideas to life.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Tome,https://tome.app/invite/matt-wolfe-clbvkdtyw03va559t0q6l1tmj,"Generative Art, Copywriting, Marketing","Tome is a collaborative AI partner that helps you create compelling stories with any type of content. It features drag-and-drop creation, responsive pages, one-click themes, embeds from the web, native video recording, easy sharing, and an iOS app. It is designed to help you create product and design reviews, company strategies, customer education, sales decks and pitches, and to help you share complex ideas.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2F5Kjex9N_wnc%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D5Kjex9N_wnc&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2F5Kjex9N_wnc%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Descript,https://www.descript.com,"Text-To-Speech, Speech-To-Text","Descript is an audio/video editor that includes transcription, a screen recorder, publishing, and AI tools like ultra-realistic voice cloning with Overdub, free voice models, privacy first features, ability to make mid-sentence changes to real recordings, creating multiple voices, sharing with trusted collaborators, and a high quality stock voice library. It also provides 44.1KHz broadcast quality speech synthesizer and a live Overdubing.",Freemium,,FALSE,FALSE,
Text-To-Song,https://www.voicemod.net/text-to-song,"Text-To-Speech, Music, For Fun","A tool that allows users to turn text into a song. It uses natural language processing to convert textual input into an audio composition. The tool allows the user to choose from a variety of music styles and instruments, as well as adjust parameters such as tempo, key, and dynamics. The resulting track can be exported as a high-quality audio file.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FANvtKikYlf0%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DANvtKikYlf0&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FANvtKikYlf0%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Voicemod,https://www.voicemod.net,Voice Modulation,"Voicemod is an AI-powered voice changing software that can be used to modify voices in real-time for a variety of applications including streaming, gaming, video chat, and more. It features a library of over 90 voices and effects, a soundboard, and integration with popular games, apps, and platforms. Voicemod also has a Voicebox and Voicelab feature to create custom voice filters, as well as a Twitch Extension that allows viewers to control your voice.",Free,,FALSE,FALSE,
Apeture (by Lexica),https://lexica.art/aperture,Generative Art,Apeture is a text-to-image generator built into the Lexica website. It uses a Stable Diffusion model to generate realistic photographs.,Free,,FALSE,FALSE,"https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2F7uWZW0TUS30%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D7uWZW0TUS30&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2F7uWZW0TUS30%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube, https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FHcV9dEuOds4%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DHcV9dEuOds4&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FHcV9dEuOds4%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube"
Kive,https://www.kive.ai,Productivity,"Kive is an AI-powered image library and creative collaboration platform that helps teams to quickly find, organize, and share visual inspiration. It features AI tagging, fast and accurate search, shared workspaces, and browser, iOS, and iPad access. Kive also allows users to build beautiful boards, collaborate and get feedback, and present with a link.",Freemium,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2Fp5fne8JxIZQ%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dp5fne8JxIZQ&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fp5fne8JxIZQ%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Lama Cleaner,https://github.com/Sanster/lama-cleaner,"Image Improvement, Generative Art","mage inpainting tool powered by SOTA AI Model. Remove any unwanted object, defect, people from your pictures or erase and replace(powered by stable diffusion) any thing on your pictures.",GitHub,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FaYia7Jvbjno%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DaYia7Jvbjno&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FaYia7Jvbjno%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Craiyon,https://www.craiyon.com,Generative Art,"Craiyon, formerly DALL·E mini, is an AI model that can draw images from any text prompt!",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FiOeG8-2jp6s%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DiOeG8-2jp6s&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FiOeG8-2jp6s%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
AdCreative.ai,https://www.adcreative.ai,"Marketing, Copywriting, Social Media","AdCreative.ai is an Artificial Intelligence powered platform that helps users generate conversion-focused ad creatives and social media post creatives in a matter of seconds. It offers up to 14x higher conversion rates compared to creatives not data-backed, and over 95% of users improve their CTR in the first month. AdCreative.ai is trusted by 20,000+ advertisers and brands, and users can try it for free for 7 days. It offers a range of plans for both marketers and business owners.",Paid,,FALSE,FALSE,
AI Time Machine,https://www.myheritage.com/ai-time-machine,"Avatar, Generative Art","MyHeritage's AI Time Machine™ is a feature that uses Artificial Intelligence to create hyper-realistic AI avatars of a person as he or she may have looked in different points in history. It takes real photos of a subject that is uploaded, and using text-to-image technology, it creates a model of the person in various poses and lighting conditions. Then, using predefined themes, it synthesizes the model with motifs from the various themes to create photorealistic AI avatars. The user can upload 10-25 photos of themselves in different poses and backgrounds, and then select their gender and title to generate their AI avatars. The AI avatars depict the subject in a variety of themes from across the globe, from prehistoric times to the age of space exploration.",Freemium,,FALSE,FALSE,
Avatar AI,https://avatarai.me,"Avatar, Generative Art",Avatar AI is an artificial intelligence imaging model that generates photorealistic 4K avatars from your photos. It expands the square avatar into a 2:3 full-sized AI Photograph in 4K and can animate it into an AI Video with text-to-speech or your own voice. It also offers 105+ styles to transform into and your data is deleted in 24 hours.,Paid,,FALSE,FALSE,
Hotpot Art Generator,https://hotpot.ai/art-generator,Generative Art,"Turn imagination into art. The text-to-image AI empowers anyone to create attractive paintings, illustrations, and images. Describe what you want, and watch Hotpot bring it to life.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FiOeG8-2jp6s%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DiOeG8-2jp6s&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FiOeG8-2jp6s%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
InboxPro,https://inboxpro.io,"Productivity, Marketing","InboxPro is a suite of tools designed to help you boost your productivity in Gmail. It includes an AI-powered email assistant to generate professional emails and summarize your emails in one click, calendar scheduling to let other people schedule meetings with you, automated follow-up emails to increase conversions, email tracking to see who opens your emails, templates to save and share your email templates, and email analytics to visualize your email activity statistics and obtain a report.",Freemium,,FALSE,FALSE,
Musenet (OpenAI),https://openai.com/research/musenet,Music,"MuseNet is a deep neural network created by OpenAI that can generate 4-minute musical compositions with 10 different instruments, and can combine styles from country to Mozart to the Beatles. It uses the same general-purpose unsupervised technology as GPT-2, a large-scale transformer model trained to predict the next token in a sequence, whether audio or text. The model is trained on data from MIDI files and can generate samples in a chosen style by starting with a prompt. It uses several embeddings such as positional embeddings, a timing embedding, and structural embeddings to give the model more context.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Wave.Video,https://wave.video,Video Editing,"Wave.video is a powerful online video editing platform that allows users to create and customize videos with an extensive array of tools. It includes a video editor that allows users to resize and trim videos, combine clips, change layouts, add text animations, stickers, transitions, and more. It also features a customizable live streaming studio that allows users to stream live or broadcast pre-recorded videos to multiple channels simultaneously. Additionally, Wave.video offers a free thumbnail maker to create attention-grabbing thumbnails, a secure and stable video hosting solution, a reliable video recording tool, and an extensive built-in library of stock videos, images, and audio tracks.",Freemium,,FALSE,FALSE,
Automatic 1111,https://colab.research.google.com/github/TheLastBen/fast-stable-diffusion/blob/main/fast_stable_diffusion_AUTOMATIC1111.ipynb,Generative Art,"Colab adaptations AUTOMATIC1111 Webui and Dreambooth, train your model using this easy simple and fast colab, all you have to do is enter you huggingface token once, and it will cache all the files in GDrive, including the trained model and you will be able to use it directly from the colab, make sure you use high quality reference pictures for the training.",Google Colab,,FALSE,FALSE,
Whisper (OpenAI),https://openai.com/research/whisper,"Speech-To-Text, Translation","Whisper is an open-source automatic speech recognition system trained on 680,000 hours of multilingual and multitask supervised data collected from the web. It is designed to be robust to accents, background noise and technical language, and can transcribe and translate speech in multiple languages into English. It is a simple end-to-end approach, implemented as an encoder-decoder Transformer. It is also capable of performing language identification and phrase-level timestamps. It is designed to be easy to use and have high accuracy, allowing developers to add voice interfaces to more applications.",GitHub,,FALSE,FALSE,
Writesonic,https://writesonic.com,"Copywriting, Productivity, Marketing","Writesonic is an AI-powered writing assistant that helps content creators save time and create high-quality content faster. It can generate articles, blog posts, landing pages, Google Ads, Facebook Ads, product descriptions, emails, and more in seconds. It features AI article ideas, intros, outlines, a sonic editor, sentence expander, content rephraser, SEO meta tags, product descriptions, Facebook Ads, Google Ads, LinkedIn Ads, YouTube titles and descriptions, landing pages, Quora answers, real estate listing descriptions, emails, text summary, keyword extractor, company mission, review responder, feature to benefit, pain-agitate-solution, AIDA framework, company bios, and growth ideas.",Paid,,FALSE,TRUE,
Github Copilot,https://github.com/features/copilot,Generative Code,"GitHub Copilot is an AI-driven programming assistant that helps developers code faster, focus on solving bigger problems, and stay in the flow longer. It integrates directly into editors such as Neovim, JetBrains IDEs, Visual Studio, and Visual Studio Code, and suggests code and entire functions in real-time. It also shares recommendations based on project context and style conventions.",Paid,,FALSE,FALSE,
Polycam,https://poly.cam,Image Scanning,"Polycam is a 3D capture application for smart phones that enables users to create high-quality 3D models from photos with any device and rapidly generate scans of spaces with the LiDAR sensor. It also enables users to edit their 3D captures directly on device and export them in over a dozen file formats, share captures with friends and the Polycam community, and take measurements and generate blueprints.",Freemium,,FALSE,FALSE,
Thing Translator,https://experiments.withgoogle.com/thing-translator,"Image Scanning, Translation",The Google Thing Translator website allows users to use their phone's camera to translate physical objects from one language to another. It uses artificial intelligence to identify objects and then translates the text on them into the language of your choice. It also allows users to save and share the translations.,Free,,FALSE,FALSE,
Character.AI,https://beta.character.ai,"Chat, For Fun","Character.AI is a beta product that uses neural language models to enable users to collaborate with a computer to write dialog with the illusion that they are talking with another character. It can be used for imagination, brainstorming, and language learning.",Free,,FALSE,FALSE,
Cloudinary,https://cloudinary.com,Image Improvement,"Cloudinary is a powerful media API and product suite. It offers programmable media integrations, digital asset management, image and video API for powerful visual experiences, and tools to improve engagement, revenue, and team efficiency. It is capable of scaling to support millions of product images and videos to create high-performing PLPs, PDPs, and shopping experiences, and provides a cloud-native platform with a full family of APIs and microservices as well as a complete video API with real-time video transcoding, content-aware compression, and on-the-fly video transformation.",Freemium,,FALSE,FALSE,
Excel Formula Bot,https://excelformulabot.com,"Generative Code, Productivity","ExcelFormulaBot is an AI-powered tool that helps users solve Excel and Google Sheets problems in seconds. It automates the process of creating formulas and provides explanations for them, as well as additional features such as add-ons, easy-to-use tools, and more.",Freemium,,FALSE,FALSE,
Luma AI,https://lumalabs.ai,Image Scanning,"Developer of a photorealistic 3D capture software designed to provide 3D photos on smartphones. The company's platform utilizes neural capture and rendering system that makes photorealistic 3D capture from casually captured smartphone photos reality for e-commerce, real-estate, and 3D games industry, enabling users to experience photos and videos in a mixed-reality 3D future.",Free,,FALSE,FALSE,
Namelix,https://namelix.com,"Inspiration, Marketing","Namelix provides an AI-powered tool to help businesses come up with short, catchy, and brandable names. Through machine learning, the algorithm is able to recommend names that are tailored to the user's preferences and needs such as length, keyword, and domain extension. Namelix also allows users to save their favorite names for future reference.",Freemium,,FALSE,FALSE,
ShowGPT,https://showgpt.co,"Inspiration, Prompt Guides","No idea how to use chatGPT for coding, prompts, or anything else? On chatGPT we can collect and curate the best prompts. Add more, vote your favorites, and discover the best ones!",Free,,FALSE,FALSE,
Talk to Books (Google),https://books.google.com/talktobooks,"Productivity, Self-Improvement, Research","An AI-powered search engine that allows users to ask questions about books and get natural language responses. The website uses advanced machine learning algorithms to generate responses from millions of books, giving users a conversation-like experience. It provides an engaging way to explore and discover new books, as well as offering a unique way to delve deeper into topics and explore a wide range of topics.",Free,,FALSE,FALSE,
Tribescaler,https://tribescaler.com/index.html,"Copywriting, Social Media, Marketing","Tribescaler is an AI-powered hook generator and refiner that helps content creators on Twitter and Linkedin create irresistible hooks to make their tweets go viral. Tribescaler is designed to make the hook-writing process easier and faster with its intuitive interface, hook library, and AI-generated text. It provides users with original content in seconds, giving them total ownership of the content they generate.",Paid,,FALSE,TRUE,
Wordtune,https://www.wordtune.com,"Copywriting, Productivity","Wordtune is an AI-based writing companion that helps you to express your thoughts more clearly and authentically. It provides multiple options for rephrasing sentences and creating different tones. It also offers features such as summarizing and shortening sentences to help you stick to word limits. Additionally, Wordtune integrates with popular websites such as Google Docs, Gmail, LinkedIn, Facebook, Twitter, Slack, and more.",Freemium,,FALSE,FALSE,
ContentEdge,https://www.contentedge.com,"Copywriting, Marketing","Contentedge is an AI-powered copywriting and SEO tool that helps users generate high-quality content in as little as 15 seconds. It uses the GPT-3 machine-learning model to create unique and realistic human-sounding text that connects with readers. Additionally, it includes keyword tools and real-time search engine data to help users optimize their content for SEO.",Paid,,FALSE,TRUE,
Copy.AI,https://www.copy.ai,"Copywriting, Marketing","Copy.ai is an AI-powered content generator that helps businesses and professionals create high-quality and engaging content quickly and easily. It offers tools and templates, as well as an AI-generated writing assistant, to help create content for emails, social posts, long-form blog posts, and more. It also has an editor to rewrite and polish paragraphs and sentences. Copy.ai helps save time, engage audiences, and never struggle with the blank page again.",Freemium,,FALSE,FALSE,
GPT-3 Playground (OpenAI),https://platform.openai.com/playground,"Copywriting, Research","GPT-3 (Generative Pre-trained Transformer 3) is a powerful tool that entrepreneurs and marketers can use to generate high-quality content for their businesses. It uses advanced natural language processing (NLP) technology to generate text that is tailored to a user's specific needs. With GPT-3, entrepreneurs and marketers can quickly create content such as blog posts, emails, and other forms of content that are tailored to their target audience. GPT-3 can also be used to generate personalized customer service responses or to generate product descriptions and reviews. Additionally, GPT-3 can be used to create unique product descriptions, ads, and other marketing materials. By leveraging GPT-3, entrepreneurs and marketers can create more engaging and effective content in less time.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2Fpc8ftlzB2D0%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dpc8ftlzB2D0&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fpc8ftlzB2D0%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Jasper,https://www.jasper.ai,"Copywriting, Marketing","Jasper is an AI content platform that helps businesses create high-quality content faster. It offers a range of features including 29 languages, custom AI models, and enterprise-ready security. With Jasper, marketers and sales teams can generate months of social media content in minutes, craft copy that converts, brainstorm new ideas to break through writer's block, 10X their content output, write better everywhere, create content in 26 languages, build an AI-powered business, collaborate with their team, and have fun with AI. Additionally, Jasper Art allows users to create any art or image with AI.",Paid,,FALSE,TRUE,
Lex,https://lex.page,"Copywriting, Productivity","Lex.Page is an AI-powered word processor powered by GPT-3 that helps you write faster and cleaner. It offers suggestions and ideas based on the context of what you're writing, and is always learning and becoming more personalized over time. It also features an Ask Lex feature that allows you to answer questions without ever having to leave the page, as well as a ""Show AI Hidden Text"" toggle which shows you what text Lex wrote compared to what you wrote.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2F7Cao0oy1CBg%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D7Cao0oy1CBg&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2F7Cao0oy1CBg%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Metaphor,https://metaphor.systems,Research,"This new search engine uses natural language processing to understand prompts, allowing users to search the internet in creative and expressive ways. It is designed to make searching the internet feel less like a wall of ads.",Free,,FALSE,FALSE,
Otter.ai,https://otter.ai,"Speech-To-Text, Productivity","Otter.ai is an automated meeting transcription and note-taking tool that helps teams get the most out of their meetings. It can join Zoom, Microsoft Teams, or Google Meet meetings to take and share notes, highlight key takeaways, and add meeting slides directly to the notes. It also includes a summary of keywords and an outline to help teams quickly navigate meeting notes, search, read, and playback the audio.",Freemium,,FALSE,FALSE,
Postwise,https://postwise.ai,"Social Media, Copywriting, Marketing","Postwise is the revolutionary AI Twitter tool that’s designed to help you go viral. With features like GrowthTools™, AI Writer and GhostWriter®, you can easily write content that’s been engineered for engagement, schedule posts, and grow your followers without having to stress over every word. Try it for one week for free and see how far it can take you!",Paid,,FALSE,TRUE,
QuillBot AI,https://quillbot.com,"Copywriting, Productivity","QuillBot's Paraphraser is the perfect tool to help you write better, faster, and smarter. It offers seven modes to customize your rephrasing, an AI-powered thesaurus to find the best synonyms, and the ability to directly integrate into Chrome and Microsoft Word. With QuillBot, you can save time and improve your fluency and style while also having access to additional tools like Grammar Checker, Summarizer, Citation Generator, and Plagiarism Checker - all in one place!",Freemium,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FRzua92dMkjQ%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DRzua92dMkjQ&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FRzua92dMkjQ%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Rytr,https://rytr.me,"Copywriting, Marketing","Rytr is the ultimate AI writing assistant that helps you create high-quality content, in just a few seconds, at a fraction of the cost! With Rytr, you can generate killer content, effortlessly, with 40+ use cases and templates to choose from, 30+ languages to write in, 20+ tones of voice, and scientific copywriting formulas such as AIDA & PAS. Easily manage your writing workflow with powerful, rich-text editor to go from raw ideas to a polished piece in no time, extensive formatting options, and plagiarism checker. Take your writing assistant on the go with the browser extension, and seamlessly manage your writing workflow with team account, access, & billing from one place. Get it all without the hefty price tag by subscribing to the Saver or Unlimited plans. Never face writer's block again and start Ryting today!",Freemium,,FALSE,FALSE,
